 20250216-004518,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_01 --expid DIN_MicroLens_1M_x1_053_1341941f --gpu 0,[exp_id] DIN_MicroLens_1M_x1_053_1341941f,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.869465 - logloss: 0.776902
 20250216-010934,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_01 --expid DIN_MicroLens_1M_x1_054_6769ce02 --gpu 0,[exp_id] DIN_MicroLens_1M_x1_054_6769ce02,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.856591 - logloss: 0.791811
 20250216-014730,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_01 --expid DIN_MicroLens_1M_x1_055_c5566eaf --gpu 0,[exp_id] DIN_MicroLens_1M_x1_055_c5566eaf,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.795988 - logloss: 1.241513
 20250216-021739,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_01 --expid DIN_MicroLens_1M_x1_056_b77d4271 --gpu 0,[exp_id] DIN_MicroLens_1M_x1_056_b77d4271,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.832035 - logloss: 1.063490
 20250216-025600,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_01 --expid DIN_MicroLens_1M_x1_057_c706cef1 --gpu 0,[exp_id] DIN_MicroLens_1M_x1_057_c706cef1,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.877946 - logloss: 0.743711
 20250216-033437,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_01 --expid DIN_MicroLens_1M_x1_058_bd06ec7c --gpu 0,[exp_id] DIN_MicroLens_1M_x1_058_bd06ec7c,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.807492 - logloss: 1.216903
 20250216-041236,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_01 --expid DIN_MicroLens_1M_x1_059_18a5350e --gpu 0,[exp_id] DIN_MicroLens_1M_x1_059_18a5350e,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.839043 - logloss: 1.048009
 20250216-045434,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_01 --expid DIN_MicroLens_1M_x1_060_fc8310f2 --gpu 0,[exp_id] DIN_MicroLens_1M_x1_060_fc8310f2,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.847830 - logloss: 0.960763
 20250216-051657,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_01 --expid DIN_MicroLens_1M_x1_061_a1184957 --gpu 0,[exp_id] DIN_MicroLens_1M_x1_061_a1184957,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.837211 - logloss: 1.028292
 20250216-053947,[command] python run_expid.py --config config/DIN_microlens_mmctr_tuner_config_01 --expid DIN_MicroLens_1M_x1_062_28a5f447 --gpu 0,[exp_id] DIN_MicroLens_1M_x1_062_28a5f447,[dataset_id] MicroLens_1M_x1,[train] N.A.,[val] AUC: 0.837480 - logloss: 1.033682
